id,highlight,beneficiarystate,schemeshorttitle,level,schemefor,nodalministryname,schemecategory,schemename,schemeclosedate,priority,slug,briefdescription,tags,upload_date
1KFo_pgBXu-iUKXqN3lO,{},['Gujarat'],PMMSYSBEGUJ,State,Individual,,"['Agriculture,Rural & Environment']",Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Small Biofloc Establishment Gujarat,,1.0,pmmsysbeguj,The scheme aims to increase inland fish production and generate employment through innovative fish farming techniques like Biofloc and RAS.,"['Fish Farming', 'Biofloc', 'Recirculating Aquaculture System', 'Fish', 'Small Biofloc Establishment']",2025-11-26T22:18:29.576638
thdt_pgB5uF80_MGdpQQ,{},['Gujarat'],DSMPVHFPOPEGUJ,State,Individual,,"['Agriculture,Rural & Environment']",Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Power Operated Plant Protection Equipment Gujarat,,1.0,dsmpvhfpopeguj,The scheme aims to help farmers belonging to scheduled tribes and tribal cultivators residing outside tribal areas achieve higher production of agricultural crops and improve their livelihood.,"['Adivasi Farmers', 'Crop Production', 'Livelihood', 'Seeds', 'Fertilizer', 'Subsidies', 'Power Operated Plant Protection Equipment']",2025-11-26T22:18:29.576638
2cZt_pgB0AGc0F0iwTi4,{},['Gujarat'],DSPVHFAFEFCGUJ,State,Individual,,"['Agriculture,Rural & Environment']",Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Agricultural Fair/Exhibition/Farmer Camp Gujarat ,,1.0,dspvhfafefcguj,"The scheme aims to improve the agricultural productivity and the livelihood of Adivasi farmers. It provides hybrid seeds, fertilizers, equipment, and support for agricultural fairs.","['Adivasi Farmers', 'Crop Production', 'Farmer Camp', 'Seeds', 'Fertilizer', 'Exhibition', 'Agricultural Fair']",2025-11-26T22:18:29.576638
uBdt_pgB5uF80_MGpZRu,{},['Gujarat'],DSMPVHVFPSGUJ,State,Individual,,"['Agriculture,Rural & Environment']",Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Pump Set (TASP & OTASP) Gujarat,,1.0,dsmpvhvfpsguj,The scheme aims to improve agricultural productivity and livelihood. It provides subsidized pump sets and farm inputs to Scheduled Tribe farmers (except Dang district).,"['Adivasi Farmers', 'Crop Production', 'Livelihood', 'Seeds', 'Fertilizer', 'Subsidies', 'Pump Set']",2025-11-26T22:18:29.576638
qxec9JgB5uF80_MGtZR0,{},['Gujarat'],IFPIFTRAININGKITGUJ,State,Individual,,"['Agriculture,Rural & Environment']",To Increase Fish Seed Production And Inland Fisheries Equipment In Tribal Areas: Training Kit Gujarat,,1.0,ifpiftrainingkitguj,The scheme aims to provide training and equipment to boost inland fisheries among Scheduled Tribe beneficiaries.,"['Fish', 'Fish Activities', 'Fish Production', 'Scheduled Tribes', 'Fishermen', 'Training Kit']",2025-11-26T22:18:29.576638
-8auLpkB0AGc0F0i6zhZ,{},['Gujarat'],PMMSYRVGUJ,State,Individual,,"['Agriculture,Rural & Environment']",PMMSY: Refrigerated vehicles - Gujarat,,1.0,pmmsyrvguj,"The scheme aims to provide financial assistance for the purchase of vehicles. Through this scheme, subsidy benefits are provided to general, women, and SC/ST category beneficiaries.","['Construction Of Plant', 'Storage', 'Fishermen', 'Fish Sellers']",2025-11-26T22:18:29.576638
JqGWeZkBXu-iUKXqM3pv,{},['All'],PMRDFS,Central,Individual,Ministry Of Rural Development,"['Agriculture,Rural & Environment', 'Skills & Employment']",Prime Minister’s Rural Development Fellows Scheme,,1.0,pmrdfs,"The scheme aims to provide short term catalytic support to the District Administration in backward districts to improve programme delivery and simultaneously develop a cadre of Development Facilitators. Fellows receive professional experience, structured learning, and a monthly stipend.","['Youth', 'Professional', 'Fellowship', 'Rural', 'Training']",2025-11-26T22:18:29.576638
LqGhfJkBXu-iUKXqe3pU,{},['Chhattisgarh'],GKDKBDTMFKPY,State,Individual,,"['Agriculture,Rural & Environment']","Grishm Kaleen Dhan Ke Badle Dalhan, Tilhan, Makka Fasal ko Protsahan Yojana",,1.0,gkdkbdtmfkpy,"The scheme was launched on April 30, 2014,  under the Agriculture Development and Farmer Welfare and Biotechnology Department, Chhattisgarh. The scheme aims to promote the cultivation of pulses, oilseeds, and maize as an alternative to summer rice, helping to conserve groundwater.","['Agriculture', 'Oilseed', 'Farmer', 'Crop', 'Rural']",2025-11-26T22:18:29.576638
LBdfv5kB5uF80_MG-ZXt,{},['Madhya Pradesh'],KCCP,State,Individual,,"['Agriculture,Rural & Environment', 'Banking,Financial Services and Insurance']",Kisan Credit Card (Pashupalan),,1.0,kccp,The scheme aims to provide short-term working capital loans for livestock activities by offering eligible livestock farmers interest-subsidized loans for operational purposes through banks.,"['Loan', 'Livestock', 'Cooperative Society', 'Interest Rate', 'Farmer', 'Agriculture']",2025-11-26T22:18:29.576638
WqHnBpoBXu-iUKXqZnqz,{},['Goa'],ATSSSG,State,Individual,,"['Agriculture,Rural & Environment']",Assistance Towards Sugarcane Supplied By The Sugarcane Growers,,1.0,atsssg,"The scheme aims to assist Sugarcane Growers to take up sugarcane cultivation in the State of Goa. It provides financial support to farmers cultivating sugarcane, paid based on actual tonnage supplied at the factory weighbridge as per the Fair & Remunerative Price.","['Farmer', 'Sugarcane', 'Crop', 'Agriculture', 'Financial Assistance']",2025-11-26T22:18:29.576638
YMbwzpkB0AGc0F0i8jkQ,{},['Madhya Pradesh'],CHDICBWA,State,Individual,,"['Agriculture,Rural & Environment', 'Health & Wellness']",Compensation for Human Death or Injury Caused by Wild Animals,,1.0,chdicbwa,The scheme aims to provide financial relief to victims or families affected by wild animal attacks in both urban and rural areas through timely monetary compensation.,"['Financial Assistance', 'Deceased', 'Injured', 'Wild Animal']",2025-11-26T22:18:29.576638
bsYOCpoB0AGc0F0i2Tk3,{},['Gujarat'],RTMEAS,State,Individual,,"['Agriculture,Rural & Environment']",Rotavator/Thresher Machine Equipment Assistance Scheme,,1.0,rtmeas,The scheme aims to support BPL Scheduled Tribe farmers in tribal areas by providing financial assistance to purchase rotavators and thresher machines.,"['Farmer', 'Financial Assistance', 'Self-employment', 'Machines', 'BPL']",2025-11-26T22:18:29.576638
caFmJJoBXu-iUKXqW3rp,{},['Uttarakhand'],SMM,State,Individual,,"['Agriculture,Rural & Environment']",State Millet Mission,,1.0,smm,"The mission aims to promote millet cultivation, ensure fair prices for farmers, and strengthen food security in the state. It seeks to support farmers, particularly in mountain districts, by procuring millet crops such as Mandua and Jhangora at the minimum support price through cooperative groups.","['Millet', 'Farmer', 'Mandua', 'Jhangora', 'Food Security']",2025-11-26T22:18:29.576638
b6FbJJoBXu-iUKXqH3r_,{},['Uttarakhand'],ASKB,State,Individual,,"['Agriculture,Rural & Environment', 'Business & Entrepreneurship']",Allotment of Shops in Kisan Bazaar,,1.0,asfm,The scheme aims to facilitate trade in products other than agricultural produce by providing commercial shops in Kisan Bazaars. The shops are allotted to eligible residents of Uttarakhand through public notices published in newspapers and displayed at public places.,"['Farmer Market', 'Kisan Bazaar', 'Shop Allotment']",2025-11-26T22:18:29.576638
h8YiKZoB0AGc0F0iXzkp,{},['Madhya Pradesh'],AS-SPP,State,Individual,,"['Agriculture,Rural & Environment']",Annapurna Scheme: Seed Production Programme,,1.0,as-spp,The scheme aims to enhance the production and economic status of Scheduled Caste and Scheduled Tribe small and marginal farmers. It provides Foundation or Certified Grade I seeds for high-yielding food grain crops with a 75% subsidy to registered farmers operating near Government agricultural farms.,"['Agriculture', 'Seed', 'Farmer', 'Subsidy', 'Crop', 'Production']",2025-11-26T22:18:29.576638
c6GJJpoBXu-iUKXqWXo0,{},['Madhya Pradesh'],AS-SEP,State,Individual,,"['Agriculture,Rural & Environment']",Annapurna Scheme: Seed Exchange Programme,,1.0,as-sep,"The scheme aims to increase agricultural productivity and production for SC/ST farmers who cannot afford improved seeds. It provides high-yielding improved seed varieties, up to one hectare, in exchange for existing crop or seed, backed by a 75% subsidy with a maximum limit of ₹1,500/-.","['Agriculture', 'Seed', 'Farmer', 'Subsidy', 'Crop']",2025-11-26T22:18:29.576638
WRdYKZoB5uF80_MGQZUd,{},['Uttarakhand'],SMAMUK,State,Individual,,"['Agriculture,Rural & Environment']",Sub-Mission on Agricultural Mechanization - Uttarakhand,,1.0,smamuk,"The scheme aims to encourage farm mechanization purchasing and providing 50% subsidy/financial assistance to SC/ST, small and marginal, and women farmers (of all categories), while 40% subsidy/financial assistance is provided to other (large) farmers. ","['Farmer', 'Agricultural', 'Mechanization', 'Small Farmer', 'Marginal Farmer', 'Subsidy', 'Farm Equipment']",2025-11-26T22:18:29.576638
XRd1KZoB5uF80_MGPJVq,{},['Uttarakhand'],SMAMCHCBFUK,State,Individual,,"['Agriculture,Rural & Environment']",Sub-Mission on Agricultural Mechanization (SMAM) for Custom Hiring Centres / Big Farmers - Uttarakhand,,1.0,smamchcbfuk,"Under this scheme, individual large farmers, farmer groups, cooperatives, self-help groups, and custom hiring centres in the state can purchase agricultural equipment at a subsidized rate, with the Government of India providing a maximum subsidy of 40%.","['Farmer', 'Agricultural', 'Mechanization', 'Subsidy', 'Custom Hiring Centre', 'Self-help Group']",2025-11-26T22:18:29.576638
jsZ4KZoB0AGc0F0i3zkz,{},['Uttarakhand'],PKVYUK,State,Individual,,"['Agriculture,Rural & Environment']",Paramparagat Krishi Vikas Yojana - Uttarakhand,,1.0,pkvyuk,"The scheme aims to promote & support organic farming among farmers in Uttarakhand. The scheme provides financial assistance of ₹9,000/- per hectare to farmers for the purchase of organic inputs, including seeds, compost, green manure, biofertilizers, biopesticides, neem oil, etc. ","['Farmer', 'Traditional Agriculture', 'Organic Farming']",2025-11-26T22:18:29.576638
jMZwKZoB0AGc0F0iNTk1,{},['Uttarakhand'],KUKSY,State,Individual,,"['Agriculture,Rural & Environment']", Krishak Utpadak Kshati Sahayata Yojana,,1.0,kuksy,"The scheme aims to provide financial assistance and compensation to farmers in the event of loss or damage to crops, livestock, or agricultural land caused by fire, flood, or heavy rains in the notified areas of the state.","['Agriculture', 'Damage Assistance', 'Farmer', 'Natural Calamities', 'Crop Damage', 'Compensation']",2025-11-26T22:18:29.576638
hqG8OZoBXu-iUKXqJHos,{},['Madhya Pradesh'],MPLVY,State,Individual,,"['Agriculture,Rural & Environment']",Madhya Pradesh Lok Vaniki Yojana,,1.0,mplvy,"The scheme aims to provide for the management of tree covered areas located on private land and revenue land under the MP Public Forestry Act, 2001. The scheme benefits landowners, Gram Panchayats, or Gram Sabhas by allowing them to undertake the scientific management of their tree covered areas.","['Forest', 'Management', 'Village', 'Panchayat', 'Trees', 'Land']",2025-11-26T22:18:29.576638
oKGsTpoBXu-iUKXqG3oC,{},['Uttarakhand'],IGFHALUK,State,Individual,,"['Agriculture,Rural & Environment']",Investment Grant for Farmers with More than 2 Hectares of Agricultural Land,,1.0,igfhaluk,The scheme aims to provide financial assistance to farmers owning more than 2 hectares of agricultural land who suffer crop losses due to natural disasters.,"['Agricultural Land', 'Crop Losses', 'Natural Calamities', 'Investment Grant', 'Farmer', 'Disaster']",2025-11-26T22:18:29.576638
8BfXF5gB5uF80_MGxpKQ,{},['Rajasthan'],JH,State,Individual,,"['Agriculture,Rural & Environment']",Jal Hauj,,1.0,jh,The objective of the Jal Hauj scheme is to promote sustainable water management practices and address water scarcity issues by facilitating the construction of water harvesting structures. ,"['Jal Hauj', 'Agriculture', 'Farming', 'Tube Well']",2025-11-26T22:18:29.576638
U6G8F5gBXu-iUKXqTnaz,{},['Rajasthan'],FP,State,Individual,,"['Agriculture,Rural & Environment']",Fasal Pradarshan,,1.0,fp,"Under this scheme, the Agriculture Department organizes field and crop demonstrations to showcase advanced crop production methods and the latest technologies to farmers.","['Agriculture', 'Financial Support', 'Crop Display', 'Farmer']",2025-11-26T22:18:29.576638
UaG8F5gBXu-iUKXqTnZH,{},['Haryana'],SEBPUMMAPUY,State,Individual,,"['Agriculture,Rural & Environment']",Scheme for Establishment of Backyard Poultry Units under Mukhya Mantri Antyodaya Parivaar Utthan Yojana,,1.0,sebpummapuy,"Under this scheme, 50 chicks of 10 days of age from the Government Hatchery Farm along with two feeders and two water drinkers are provided free of cost to each beneficiary family at their doorstep.  ","['MMAPUY', 'Backyard Poultry', 'Chicks', 'Feeders', 'Water Drinkers', 'Hatchery', 'Unemployed']",2025-11-26T22:18:29.576638
isa8F5gB0AGc0F0iUzUm,{},['Haryana'],SPEOEPSGUG,State,Individual,,"['Agriculture,Rural & Environment']","Scheme for Providing Employment Opportunities by Establishing Piggery, Sheep and Goat Units (General)",,1.0,speoepsgug,"This scheme is a credit linked scheme with a primary objective of providing self-employment opportunities, the unemployed persons will be assisted by way of establishing Sheep or Goat Units (15 female+1 male) and Piggery Unit (10 female+1 male). ","['Self-employment', 'Piggery Unit', 'Sheep Unit', 'Goat Unit', 'Animal Husbandry', 'Unemployed', 'Financial Assistance', 'Subsidy']",2025-11-26T22:18:29.576638
f6HmF5gBXu-iUKXq33ha,{},['All'],SMBDLP,Central,Individual,"Ministry of Fisheries,Animal Husbandry and Dairying","['Business & Entrepreneurship', 'Agriculture,Rural & Environment']",Sub-mission on Breed Development of Livestock and Poultry,,1.0,smbdlp,"The Department of Animal Husbandry & Dairying introduced the National Livestock Mission as umbrella scheme. The ""Sub-mission on Breed Development of Livestock and Poultry"" is the realigned National Livestock Mission, which is the scheme's sub-mission.","['Rural', 'Poultry', 'Farming', 'Livestock']",2025-11-26T22:18:29.576638
a6G8F5gBXu-iUKXqVHZ7,{},['Haryana'],SEH-TMDUMMAPUY,State,Individual,,"['Agriculture,Rural & Environment']",Scheme for Establishment of Hi-Tech and Mini Dairy Units under Mukhya Mantri Antyodaya Parivaar Utthan Yojana,,1.0,seh-tmdummapuy,"Under this scheme, a resident of Haryana who is between 18 and 60 years of age can avail a 25% subsidy on the cost of two milch animals. The subsidy can be availed as a loan for the purchase of these milch animals by the beneficiary for the establishment of dairy units with two milch animals.","['Hi-Tech', 'Mini Dairy Unit', 'Animal Husbandry', 'Subsidy', 'Milch Animal', 'Financial Assistance']",2025-11-26T22:18:29.576638
CBfYF5gB5uF80_MG15ML,{},['Tamil Nadu'],DALPS,State,Individual,,"['Social welfare & Empowerment', 'Women and Child', 'Agriculture,Rural & Environment']",Destitute Agricultural Labourers Pension Scheme,,1.0,dalps,"The ""Destitute Agricultural Labourers Pension Scheme"" was launched by the Social Welfare and Nutritious Meal Programme Department, Government of Tamil Nadu. The scheme aims to give pensions of ₹1,000/- to destitute agricultural labourers of 60 years and above and dhoti, saree supplied on festivals. ","['Destitute', 'Farmer', 'Financial Assistance', 'Labour', 'Senior Citizen', 'Clothes']",2025-11-26T22:18:29.576638
QRe7F5gB5uF80_MG05F6,{},['Madhya Pradesh'],NKYMP,State,Individual,,"['Agriculture,Rural & Environment']",Nalkoop Khanan Yojana- Madhya Pradesh,,1.0,nkymp,"Under this scheme, farmers from SC and ST categories are eligible for a subsidy covering 75% of the unit cost (up to ₹25,000/-) for digging a tube well and 75% of the unit cost (up to ₹15,000/-) for the successful installation of a tube well submersible pump.","['Nalkoop', 'Farmer', 'Pump', 'Subsidy', 'Tube Well']",2025-11-26T22:18:29.576638
khe9F5gB5uF80_MGbZHu,{},['Tamil Nadu'],MNS,State,Individual,,"['Agriculture,Rural & Environment']",Micro Nutrient Spray,,1.0,mns,"The “Micro Nutrient Spray” scheme provides a 50% subsidy or ₹70/- per hectare to eligible farmers, with a focus on ensuring benefits to SC/ST and women farmers.
","['Agriculture', 'Farmer', 'Micro Nutrient Spray', 'Subsidy']",2025-11-26T22:18:29.576638
9Rc7GJgB5uF80_MGJJNK,{},['Bihar'],MBYSVY,State,Individual,,"['Agriculture,Rural & Environment']",Mukhyamantri Bagwani Mission: Strawberry Vikas Yojana,,1.0,mbysvy,"The scheme aims to promote strawberry cultivation across 20 districts in Bihar. It provides subsidies on seedlings, packaging materials, and equipment to support farmers in enhancing strawberry production.
","['Agriculture', 'Subsidy', 'Plant Supply', 'Financial Assistance', 'Strawberry Development']",2025-11-26T22:18:29.576638
oMbpF5gB0AGc0F0iZDcU,{},['Bihar'],MBYAVY,State,Individual,,"['Agriculture,Rural & Environment']",Mukhyamantri Bagwani Mission: Aam Vikas Yojana,,1.0,mbyavy,"The Scheme aims to expand plantain cultivation across all districts in Bihar. Farmers can receive subsidies for up to 10 acres and access high-quality tissue-cultured plants for cultivation.
","['Agriculture', 'Subsidy', 'Plant Supply', 'Financial Assistance', 'Mango Development']",2025-11-26T22:18:29.576638
9xc7GJgB5uF80_MGJJO3,{},['Bihar'],AKCKVY,State,Individual,,"['Agriculture,Rural & Environment']",Aaloo Ke Kufri Chipsona-1 Prabhed Ke Kshetra Vistaar Yojana,,1.0,akckvy,"The scheme aims to increase the production of Kufri Chipsona variety suitable for potato processing in Bihar by expanding its area and to increase the income of farmers by promoting processing.
","['Agriculture', 'Subsidy', 'Plant Supply', 'Financial Assistance', 'Potato', 'Kufri Chipsona Varient']",2025-11-26T22:18:29.576638
H8Y7GJgB0AGc0F0iJjgC,{},['Bihar'],BMKY,State,Individual,,"['Agriculture,Rural & Environment']",Beej Masaale Ki Yojana,,1.0,bmky,"The scheme aims to encourage the farmers to cultivate identified seed spices such as coriander and fenugreek keeping in mind their medicinal and nutritional properties.
","['Agriculture', 'Subsidy', 'Seed Supply', 'Financial Assistance', 'Spice Seed', 'Spice Farming']",2025-11-26T22:18:29.576638
pKG9F5gBXu-iUKXq3nZ3,{},['Madhya Pradesh'],TOAIFSE,State,Individual,,"['Agriculture,Rural & Environment', 'Skills & Employment']",Training on Artificial Insemination for Self-Employment,,1.0,toaifse,"The ""Training on Artificial Insemination for Self-Employment"" by the Animal Husbandry Department, Madhya Pradesh promotes milk production and employment. Trained Gausevaks get an honorarium of ₹4,000 and equipment worth ₹18,000. ","['Employment', 'Training', 'Animal Husbandry', 'Unemployed']",2025-11-26T22:18:29.576638
x8a9F5gB0AGc0F0i4DX6,{},['Madhya Pradesh'],GIS,State,Individual,,"['Agriculture,Rural & Environment']",Gopal Incentive Scheme,,1.0,gis,"The ""Gopal Incentive Scheme"" by the Animal Husbandry Department, Government of Madhya Pradesh, promotes the rearing of Indian high-breed cattle and boosts milk production, benefiting animal breeders and livestock farmers with access to Indian advanced breed cows.","['Cows', 'Animal', 'Awards', 'Farmers']",2025-11-26T22:18:29.576638
NKHbF5gBXu-iUKXqXXje,{},['Jharkhand'],MMJVS,State,Individual,,"['Agriculture,Rural & Environment']",Mukhyamantri Jan-Van Scheme,,1.0,mmjvs,"The Mukhyamantri Jan-Van Scheme aims to promote tree plantation on private lands in Jharkhand to enhance farmers' income, conserve the environment, and reduce pressure on notified forests. Farmers are encouraged to plant trees on their lands with incentives covering 75% of plantation and maintenance","['Financial Assistance', 'Increased Income', 'Farmers', 'Trees']",2025-11-26T22:18:29.576638
QMbbF5gB0AGc0F0i3TdX,{},['Madhya Pradesh'],SOKCOS,State,Individual,,"['Agriculture,Rural & Environment']",Supply of Kadaknath Chicks on Subsidy,,1.0,sokcos,"The scheme ""Supply of Kadaknath Chicken on Grant"" aims to improve the economic condition of beneficiaries through poultry farming and protect and promote the Kadaknath breed. Beneficiaries receive 40 chicks along with food grains, medicine, and transportation support for 28 days.","['Subsidy', 'Chicken', 'Farming', 'Veterinary', 'Poultry']",2025-11-26T22:18:29.576638
68a-F5gB0AGc0F0iYjWa,{},['Tamil Nadu'],DCCBSSI,State,Individual,,"['Banking,Financial Services and Insurance', 'Agriculture,Rural & Environment']",District Central Cooperative Banks and through its Branches: For SSI Unit Loan and Other NFS Activities,,1.0,dccbssi,"This scheme provides financial assistance for SSI unit loans and other Non-Farm Sector (NFS) activities through District Central Cooperative Banks and their branches.
","['SSI Unit Loan', 'Non-Farm Sector Activities', 'Agriculture', 'Industries']",2025-11-26T22:18:29.576638
mKG9F5gBXu-iUKXqbXar,{},['Tamil Nadu'],DOSHC,State,Individual,,"['Agriculture,Rural & Environment']",Distribution of Soil Health Card,,1.0,doshc,"Under the “Distribution of Soil Health Card” scheme, Soil health cards will be distributed to all the farmers who have offered the soil sample for testing by paying a prescribed fee of ₹5/- each for Macro and Micronutrient testing.

","['Agriculture', 'Farmer', 'Soil Health Card']",2025-11-26T22:18:29.576638
Fhc9GJgB5uF80_MGBpQR,{},['Gujarat'],ETMAF,State,Individual,,"['Agriculture,Rural & Environment']",Establishment of 12 Milch Animal Farm,,1.0,etmaf,"The ""Establishment of 12 Milch Animal Farm"" scheme introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, supports livestock owners in establishing dairy farms with up to 12 milch animals.","['Animal Husbandry', 'Rural Employment', 'Animal Farm']",2025-11-26T22:18:29.576638
PsY9GJgB0AGc0F0iCDh9,{},['Gujarat'],MDS,State,Individual,,"['Agriculture,Rural & Environment']",Millet Development Scheme,,1.0,mds,"The ""Millet Development Scheme"" introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat, aims to promote millet cultivation in Gujarat by organizing promotional activities, expos, processing units, demonstrations(seed/input kit ), and taluka-level melas.","['Agriculture', 'Farmer', 'Millet Development', 'Input Kits', 'Seed']",2025-11-26T22:18:29.576638
IRc9GJgB5uF80_MGCZTh,{},['Gujarat'],EOGU,State,Individual,,"['Agriculture,Rural & Environment']",Establishment of Goat Unit (10 +1),,1.0,eogu,"The ""Establishment of Goat Unit (10+1)"" scheme by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, aims to promote the social and economic upliftment of goat breeders by encouraging goat breeding and genetic improvement through pure breeding.","['Animal Husbandry', 'Goat Breeding', 'Goat Unit']",2025-11-26T22:18:29.576638
FRe_F5gB5uF80_MG9JJL,{},['Gujarat'],TSHSDFL,State,Individual,,"['Agriculture,Rural & Environment']",Trainning Scheme for Horticulture Skill Development to Landless farm labour at Centre of Excelence of Department,,1.0,tshsdfl,"The ""Training Scheme for Horticulture Skill Development to Landless Farm Labour at Centre of Excellence of Department"" aims to provide skill development training in horticulture to landless farm labourers through the Centres of Excellence.","['Horticulture Training', 'Skill Development', 'Farmer']",2025-11-26T22:18:29.576638
K8a_F5gB0AGc0F0i8DaM,{},['Gujarat'],SMPACMETF,State,Individual,,"['Agriculture,Rural & Environment']",Scheme to Provide Assistance in Cow Maintenance Expenses to Farmers Practicing Completely Natural Farming Based on Indigenous Cows,,1.0,smpacmetf,"This scheme provides financial assistance for the maintenance of one indigenous cow to farmers who practice completely natural farming methods using native cows.

","['Agriculture', 'Animal Husbandry', 'Cattle Development', 'Natural Farming']",2025-11-26T22:18:29.576638
BRe_F5gB5uF80_MG8JKh,{},['Gujarat'],CSSSSPG,State,Individual,,"['Agriculture,Rural & Environment']",Capital Subsidy Scheme for Setting Up Solar Plant in Milk Cooperatives in Gujarat State (Tribal Area),,1.0,csssspg,"The scheme aims to promote renewable energy and reduce electricity expenses. Through this scheme, a 75% subsidy is provided for setting up solar plants (1KW to 40KW) in milk cooperative societies in tribal areas.","['Agriculture', 'Solar Subsidy', 'Milk Cooperatives', 'Renewable Energy', 'Electricity Saving']",2025-11-26T22:18:29.576638
Pca_F5gB0AGc0F0i9TZl,{},['Gujarat'],PTPAPMH,State,Individual,,"['Agriculture,Rural & Environment']",A Program to Provide 90 Percent Assistance in Planting Material of Horticultural Fruit Crops,,1.0,ptpapmh,"This scheme offers 90% financial assistance to farmers for purchasing planting materials of fruit crops to promote horticulture.

","['Agriculture', 'Horticultural', 'Fruit Crops']",2025-11-26T22:18:29.576638
m6HqF5gBXu-iUKXq83gD,{},['Gujarat'],TPFKCC,State,Individual,,"['Agriculture,Rural & Environment']",To Provide Interest Subvention to Fishermen of the State at the Rate of 4% to the Beneficiaries Kishan Credit Card,,1.0,tpfkcc,"The scheme aims to provide 4% interest subvention to the fishermen in Gujarat on timely repayment of short-term loans taken through the Kisan Credit Card.

","['Agriculture', 'Fisherman', 'Interest Subvention']",2025-11-26T22:18:29.576638
qqHrF5gBXu-iUKXqA3hx,{},['Gujarat'],TPFAFNFD,State,Individual,,"['Agriculture,Rural & Environment']",To Provide Financial Assistance to the Farmers Practicing Natural Farming Under the Completely Chemical Free Dang District,,1.0,tpfafnfd,"This scheme provides financial assistance to farmers practicing natural farming in the completely chemical-free Dang district to promote sustainable agriculture, increase productivity, and ensure environmental conservation.

","['Agriculture', 'Natural Farming', 'Soil Fertility']",2025-11-26T22:18:29.576638
Psa_F5gB0AGc0F0i9jbI,{},['Gujarat'],SPDICV,State,Individual,,"['Agriculture,Rural & Environment']",Scheme of Production of Domestic Indigenous Certified Seed of Cotton Varieties,,1.0,spdicv,"The ""Scheme of Production of Domestic Indigenous Certified Seed of Cotton Varieties""  introduced by the Agriculture, Farmers Welfare and Cooperation Department, aims to promote the cultivation and production of local cotton seed varieties across Gujarat.","['Agriculture', 'Cotton Seed', 'Subsidy', 'Farmer']",2025-11-26T22:18:29.576638
T6E9GJgBXu-iUKXqDXkd,{},['Gujarat'],ACFAPGC,State,Individual,,"['Agriculture,Rural & Environment']",Assistance of Concentrate Feed After Parturition (General Category),,1.0,acfapgc,"The scheme ""Assistance of Concentrate Feed After Parturition (General Category)"" provides 150 kg of BIS Type II concentrate feed to General Category livestock owners after parturition to support cattle health, increase milk production, and enhance calf development.","['Animal Husbandry', 'Cattle Development', 'Milk Production', 'Concentrate Feeds']",2025-11-26T22:18:29.576638
esbBF5gB0AGc0F0i_jZr,{},['Haryana'],IFSAWA,State,Individual,,"['Agriculture,Rural & Environment', 'Business & Entrepreneurship']",PMMSY: Inputs for Saline /Alkaline Water Aquaculture - Haryana,,1.0,sfifsawa,The subsidy for Inputs for Saline /Alkaline Water Aquaculture under Pradhan Mantri Matsya Sampada Yojana (PMMSY) provides input cost subsidy for saline/alkaline water aquaculture in newly created water bodies to expand fisheries production in Haryana.,"['Fish Farmers', 'Aquaculture', 'Entrepreneurs', 'Initial Crop']",2025-11-26T22:18:29.576638
jxfCF5gB5uF80_MGCZIz,{},['Haryana'],IOCIRS,State,Individual,,"['Agriculture,Rural & Environment']",PMMSY: Installation of Cages in Reservoirs Scheme - Haryana,,1.0,sfiocir,The scheme aims to promote cage fish farming. It provides grants per unit to the individuals and groups for sustainable aquaculture practices.,"['Fish Farming', 'Fishermen', 'Subsidy', 'Scheduled Caste', 'Women', 'General Category']",2025-11-26T22:18:29.576638
YqHBF5gBXu-iUKXq_nem,{},['Haryana'],IFDP-SSSFSC,State,Individual,,"['Agriculture,Rural & Environment']",Intensive Fisheries Development Programme - Subsidy on Solar System for fish/shrimp culture,,1.0,ssfschr,"Under this scheme, subsidies on solar systems for fish/shrimp culture are provided to eligible fish and shrimp farmers. The subsidy is given at 60% of the total project cost, or ₹30,000 per kW, whichever is lower. The maximum subsidy is limited to 30 kW for shrimp farmers and 10 kW for fish farmers.","['Subsidy', 'Solar System', 'Fish', 'Fish Farmer', 'Shrimp Culture']",2025-11-26T22:18:29.576638
mcbCF5gB0AGc0F0iezZt,{},['Assam'],ISWC-ATISIS,State,Individual,,"['Agriculture,Rural & Environment', 'Banking,Financial Services and Insurance']","""Interest Subvention on Working Capital"" under the ""Assam Tea Industries Special Incentives Scheme""",,1.0,iswc-atisis,"The scheme aims to ensure long term financial sustainability of the Tea industry and incentivize Orthodox tea production over Crush, Tear, Curl tea. It provides interest subvention, production subsidies, plant & machinery subsidies, tax holidays to tea plantations and manufacturing units in Assam.","['Subsidy', 'Capital', 'Interest', 'Incentive', 'Industry']",2025-11-26T22:18:29.576638
